User_ID,Post_ID,Reaction,timestamp
0,25,0,2021-09-30 21:40:45
2022-01-20 12:36:30,25,0,2022-02-12 22:54:08
23,25,0,2021-12-08 21:20:17
0,26,0,2020-07-08 07:38:19
2021-12-08 21:20:17,26,0,2019-11-09 17:31:26
2019-11-09 17:31:26,27,0,2020-09-22 16:28:15
0,27,0,2021-12-07 03:18:09
2021-12-08 21:20:17,27,0,2021-07-15 08:07:25
0,27,0,2021-08-17 21:54:06
26,27,0,2020-02-07 12:53:40
2021-12-08 21:20:17,27,0,2021-06-28 23:58:57
2021-06-28 23:58:57,28,0,2021-09-27 02:02:36
0,29,0,2021-12-06 22:38:52
0,29,0,2022-03-22 21:02:04
28,29,0,2021-12-07 09:59:36
0,29,0,2022-01-15 22:46:15
2021-06-28 23:58:57,29,0,2021-09-22 19:57:55
0,29,0,2021-09-28 12:20:44
2021-06-28 23:58:57,29,0,2021-12-11 19:21:03
2021-06-28 23:58:57,30,0,2022-02-27 19:50:05
29,30,0,2022-04-16 04:40:18
2021-12-11 19:21:03,30,0,2022-03-13 23:59:03
2021-06-28 23:58:57,30,0,2022-03-23 09:06:57
29,30,0,2022-04-04 05:25:17
0,30,0,2022-02-13 17:28:51
0,30,0,2022-04-09 18:18:39
0,30,0,2022-02-17 06:14:41
29,30,0,2022-02-11 06:40:09
29,30,0,2022-03-15 13:30:37
2022-03-15 13:30:37,31,0,2022-03-05 23:40:07
2022-03-05 23:40:07,32,0,2021-08-10 19:10:46
0,32,0,2022-01-30 05:44:43
0,32,0,2021-08-13 23:13:07
31,32,0,2021-12-30 10:52:24
2022-03-15 13:30:37,32,0,2021-09-14 11:51:44
2021-09-14 11:51:44,33,0,2022-02-18 19:45:59
2022-03-15 13:30:37,33,0,2022-01-16 20:27:20
2021-09-14 11:51:44,33,0,2021-12-24 07:55:33
0,33,0,2021-12-21 17:16:17
2022-03-15 13:30:37,33,0,2022-04-03 12:23:08
2021-09-14 11:51:44,33,0,2022-03-02 15:46:44
2022-03-15 13:30:37,33,0,2022-02-16 13:48:04
32,33,0,2021-12-29 06:23:51
0,33,0,2022-04-01 03:33:23
2022-03-15 13:30:37,33,0,2022-03-06 00:53:25
33,34,0,2022-01-07 10:45:39
2022-03-06 00:53:25,34,0,2021-12-13 05:59:06
2022-03-15 13:30:37,34,0,2022-01-22 11:42:39
2022-03-15 13:30:37,34,0,2021-12-19 10:21:14
2022-03-06 00:53:25,34,0,2022-04-20 12:40:48
33,34,0,2022-03-19 04:11:45
0,34,0,2021-12-07 22:48:49
2022-03-15 13:30:37,34,0,2021-10-09 06:28:05
0,34,0,2022-04-27 19:03:16
34,35,0,2022-04-06 16:14:16
2022-04-27 19:03:16,35,0,2022-04-08 11:21:51
0,35,0,2022-04-05 06:54:02
0,35,0,2022-04-07 03:48:21
2022-04-27 19:03:16,35,0,2022-04-16 01:25:26
0,35,0,2022-04-11 04:54:39
0,36,0,2021-04-19 07:39:46
0,36,0,2021-03-23 01:31:33
35,36,0,2021-12-04 11:33:03
0,36,0,2021-10-05 14:52:03
0,36,0,2021-07-19 19:32:18
0,37,0,2021-10-18 14:50:14
0,37,0,2022-01-05 04:22:28
2021-07-19 19:32:18,37,0,2022-03-11 07:03:32
36,37,0,2022-01-14 00:07:12
0,37,0,2022-03-19 04:07:56
36,37,0,2021-08-15 01:59:05
37,38,0,2022-04-25 00:34:27
36,38,0,2022-04-22 11:09:35
2021-08-15 01:59:05,38,0,2022-04-19 07:12:38
36,38,0,2022-04-20 22:43:24
37,38,0,2022-04-23 14:25:20
37,39,0,2022-03-26 07:28:26
37,39,0,2022-04-08 02:20:54
38,39,0,2022-04-19 20:15:08
2022-04-23 14:25:20,39,0,2022-04-13 00:15:45
37,39,0,2022-04-28 01:03:31
2022-04-23 14:25:20,39,0,2022-04-11 10:28:18
2022-04-23 14:25:20,39,0,2022-03-23 08:26:33
0,40,0,2022-04-27 03:28:54
2022-03-23 08:26:33,40,0,2022-04-23 15:10:08
2022-03-23 08:26:33,40,0,2022-04-25 16:11:11
0,40,0,2022-04-26 21:53:16
2022-03-23 08:26:33,40,0,2022-04-22 08:29:36
40,41,0,2021-08-21 18:58:42
40,41,0,2021-12-02 17:33:36
0,41,0,2021-02-19 08:41:16
0,42,0,2022-03-11 05:16:49
0,42,0,2022-02-26 10:07:27
2021-02-19 08:41:16,42,0,2022-03-02 21:39:11
0,42,0,2022-03-26 14:59:06
41,42,0,2022-04-01 21:49:23
41,42,0,2022-03-18 12:30:17
0,42,0,2022-04-07 04:52:54
2021-02-19 08:41:16,42,0,2022-04-25 10:29:25
0,42,0,2022-04-13 02:45:54
2021-02-19 08:41:16,42,0,2022-03-30 14:12:34
2022-03-30 14:12:34,43,0,2021-02-17 15:55:15
0,43,0,2020-12-12 07:41:11
2020-12-12 07:41:11,44,0,2022-04-22 02:30:08
43,44,0,2022-03-17 21:04:54
0,44,0,2022-04-12 21:30:13
2020-12-12 07:41:11,44,0,2022-03-10 21:06:11
0,44,0,2022-04-02 00:47:58
0,44,0,2022-04-07 16:19:16
0,44,0,2022-03-03 09:34:33
0,44,0,2022-03-12 17:35:01
2020-12-12 07:41:11,44,0,2022-03-14 05:23:03
44,45,0,2022-04-17 01:58:54
44,45,0,2022-03-03 21:18:20
44,45,0,2022-04-19 12:42:19
44,45,0,2022-04-03 11:07:28
0,45,0,2022-04-19 14:04:15
0,46,0,2021-09-28 10:15:20
0,46,0,2021-12-13 15:00:06
0,46,0,2022-03-04 13:17:15
45,46,0,2021-12-06 05:15:55
0,46,0,2021-12-22 10:04:04
0,46,0,2022-01-31 04:34:35
45,46,0,2022-02-20 22:04:34
45,46,0,2022-02-08 16:56:52
0,46,0,2022-04-20 02:01:37
0,47,0,2022-04-27 23:31:57
0,47,0,2022-04-21 09:09:48
46,47,0,2022-04-25 10:05:53
0,47,0,2022-04-22 14:40:00
2022-04-20 02:01:37,47,0,2022-04-21 13:52:59
0,47,0,2022-04-21 05:59:48
46,47,0,2022-04-27 13:35:36
0,47,0,2022-04-20 19:00:28
47,48,0,2022-03-15 20:17:27
0,48,0,2021-07-30 10:37:48
2022-04-20 19:00:28,48,0,2021-12-27 15:45:54
0,48,0,2022-03-09 03:28:21
0,48,0,2021-12-01 02:45:45
0,48,0,2022-02-11 04:40:39
47,48,0,2021-09-02 01:09:36
2021-09-02 01:09:36,49,0,2022-03-16 17:09:02
0,50,0,2021-06-01 15:15:47
49,50,0,2022-04-08 21:46:54
49,50,0,2022-03-27 18:12:24
49,50,0,2021-07-03 04:27:59
2021-09-02 01:09:36,50,0,2021-10-05 07:52:44
0,50,0,2022-01-13 10:19:50
2021-09-02 01:09:36,50,0,2022-01-28 07:28:10
0,51,0,2021-10-01 01:30:38
0,51,0,2021-07-27 08:17:58
50,51,0,2022-04-22 11:10:08
2022-01-28 07:28:10,51,0,2021-11-02 12:02:58
50,51,0,2021-12-07 21:52:03
50,51,0,2021-11-21 05:24:20
2021-09-02 01:09:36,51,0,2021-12-24 12:42:20
0,51,0,2021-08-10 16:01:19
50,51,0,2022-03-08 13:53:26
0,51,0,2022-04-27 15:56:51
51,52,0,2022-04-23 06:33:33
51,52,0,2022-04-13 18:52:26
51,52,0,2022-04-10 18:55:17
2022-04-27 15:56:51,52,0,2022-04-26 12:22:59
0,52,0,2022-04-26 18:46:53
0,52,0,2022-04-14 05:08:19
51,52,0,2022-04-19 19:28:17
51,53,0,2021-02-14 04:23:25
51,53,0,2021-12-08 15:35:48
0,53,0,2021-06-10 13:59:36
51,53,0,2021-08-20 14:43:44
52,53,0,2021-12-16 12:00:58
0,53,0,2021-12-16 20:21:55
52,53,0,2021-06-12 03:42:48
0,53,0,2022-03-26 14:40:09
0,53,0,2021-09-24 21:09:21
0,54,0,2021-09-24 21:02:41
53,54,0,2020-08-04 01:54:51
0,54,0,2021-08-14 23:15:25
0,54,0,2022-04-11 04:01:24
2021-09-24 21:09:21,54,0,2021-08-31 14:24:16
0,54,0,2020-11-28 22:45:08
53,54,0,2021-07-17 04:17:32
53,54,0,2021-10-31 18:27:11
53,54,0,2020-07-20 09:47:58
53,56,0,2022-04-26 12:11:06
53,57,0,2021-12-16 04:47:50
2022-04-26 12:11:06,57,0,2022-04-14 19:04:34
53,57,0,2022-03-21 16:12:01
53,57,0,2022-03-16 14:05:25
53,57,0,2022-03-01 17:11:47
53,57,0,2022-01-07 17:58:04
2022-04-26 12:11:06,57,0,2022-03-09 01:26:14
56,57,0,2022-04-07 16:41:44
2022-04-26 12:11:06,57,0,2022-04-01 15:08:00
0,57,0,2022-03-20 18:59:23
0,58,0,2021-06-21 19:09:49
0,58,0,2021-10-22 03:04:20
57,58,0,2021-02-10 16:41:36
58,59,0,2021-05-31 04:19:00
2021-05-31 04:19:00,60,0,2021-07-15 03:34:06
2021-05-31 04:19:00,60,0,2021-09-26 05:39:20
2021-05-31 04:19:00,61,0,2021-03-30 08:15:33
60,61,0,2021-09-24 16:42:50
0,61,0,2021-10-11 13:26:52
0,61,0,2021-10-08 21:08:16
0,61,0,2021-12-02 22:32:53
60,61,0,2021-06-15 11:34:17
61,62,0,2022-04-26 18:07:09
60,62,0,2022-04-24 11:09:03
62,63,0,2020-11-22 16:29:08
62,63,0,2020-08-31 00:14:48
2022-04-24 11:09:03,63,0,2021-12-03 21:01:13
2022-04-24 11:09:03,63,0,2022-01-17 09:22:01
2022-04-24 11:09:03,63,0,2021-03-08 01:35:46
0,63,0,2022-02-03 12:00:02
0,63,0,2021-07-04 09:56:15
0,64,0,2020-09-04 21:52:54
0,64,0,2020-08-14 05:50:15
0,64,0,2021-03-18 12:08:35
63,64,0,2021-12-25 08:42:37
63,64,0,2021-05-26 04:38:22
0,64,0,2022-02-10 13:04:08
63,64,0,2022-02-04 22:50:26
2021-07-04 09:56:15,64,0,2021-05-18 23:34:10
0,64,0,2021-03-16 15:37:10
63,64,0,2020-11-26 13:18:15
63,65,0,2022-04-09 10:20:36
63,66,0,2022-04-19 16:10:32
0,66,0,2022-04-09 22:22:57
0,66,0,2022-04-18 20:04:53
65,66,0,2022-04-24 22:19:17
0,66,0,2022-04-11 23:28:35
2022-04-09 10:20:36,66,0,2022-04-14 08:40:47
0,66,0,2022-04-26 21:31:08
2022-04-09 10:20:36,66,0,2022-04-12 07:43:11
2022-04-09 10:20:36,66,0,2022-04-10 23:25:28
65,66,0,2022-04-22 23:17:39
65,67,0,2022-04-04 12:43:56
0,67,0,2022-04-07 18:09:09
0,67,0,2022-04-27 02:52:52
2022-04-22 23:17:39,67,0,2022-04-19 23:18:22
65,67,0,2022-03-31 00:52:51
2022-04-22 23:17:39,67,0,2022-03-30 20:29:08
0,67,0,2022-03-26 17:36:43
65,67,0,2022-04-28 11:47:56
2022-04-22 23:17:39,67,0,2022-04-22 16:36:00
2022-04-22 16:36:00,70,0,2020-12-04 14:53:53
70,71,0,2022-02-23 14:33:36
70,71,0,2021-10-27 12:35:41
2020-12-04 14:53:53,71,0,2021-07-23 22:37:15
2020-12-04 14:53:53,72,0,2021-11-08 13:00:39
2020-12-04 14:53:53,72,0,2019-06-05 04:55:46
2020-12-04 14:53:53,72,0,2020-11-21 07:11:02
2020-12-04 14:53:53,72,0,2021-05-18 04:43:45
0,73,0,2021-05-24 03:20:29
2021-05-18 04:43:45,73,0,2021-05-18 11:34:13
2021-05-18 04:43:45,73,0,2020-04-03 10:59:31
2021-05-18 04:43:45,73,0,2021-03-30 09:31:45
0,73,0,2022-04-16 18:32:49
2021-05-18 04:43:45,73,0,2020-11-04 08:19:23
2020-12-04 14:53:53,73,0,2022-01-31 14:40:28
72,73,0,2020-04-29 00:52:18
2021-05-18 04:43:45,73,0,2020-12-01 11:07:37
73,74,0,2022-03-25 19:14:49
2021-05-18 04:43:45,74,0,2020-10-19 09:17:45
73,74,0,2021-05-18 07:57:37
73,74,0,2021-07-19 01:58:20
73,74,0,2021-07-18 12:36:13
2020-12-01 11:07:37,74,0,2020-03-31 16:53:11
2020-03-31 16:53:11,75,0,2022-04-22 06:25:30
0,75,0,2022-04-11 18:18:50
74,75,0,2022-04-10 20:28:44
2020-12-01 11:07:37,75,0,2022-04-11 03:42:49
2020-03-31 16:53:11,75,0,2022-04-04 18:32:11
2022-04-04 18:32:11,76,0,2021-04-11 07:16:40
0,76,0,2021-08-21 15:03:36
0,76,0,2022-02-25 10:17:38
2020-03-31 16:53:11,76,0,2021-07-28 12:32:49
0,77,0,2022-03-29 17:43:42
2020-03-31 16:53:11,77,0,2022-03-20 15:47:49
0,77,0,2022-03-30 01:42:18
2021-07-28 12:32:49,77,0,2022-04-12 22:49:00
0,77,0,2022-03-25 16:10:53
76,77,0,2022-02-25 16:08:25
2021-07-28 12:32:49,77,0,2022-04-25 14:34:22
0,77,0,2022-02-14 14:55:46
2022-02-14 14:55:46,78,0,2021-08-30 03:42:57
77,78,0,2020-04-19 00:35:25
2022-02-14 14:55:46,78,0,2022-04-13 13:12:38
2022-02-14 14:55:46,78,0,2020-07-17 23:35:59
2022-02-14 14:55:46,78,0,2020-08-03 07:24:11
77,78,0,2020-11-30 05:21:52
0,78,0,2022-04-08 16:16:07
0,79,0,2022-02-08 22:58:03
0,79,0,2022-04-21 00:09:32
0,79,0,2022-03-20 21:59:40
2022-04-08 16:16:07,79,0,2022-02-14 06:04:21
78,79,0,2022-04-13 20:56:29
78,79,0,2022-03-12 13:06:08
2022-04-08 16:16:07,79,0,2022-03-30 09:03:36
78,79,0,2022-04-11 00:56:51
2022-04-08 16:16:07,79,0,2022-02-17 18:53:24
2022-04-08 16:16:07,79,0,2022-02-13 21:04:15
2022-02-13 21:04:15,80,0,2022-03-05 16:35:42
0,80,0,2022-03-29 00:55:45
2022-02-13 21:04:15,80,0,2022-03-30 07:11:20
2022-04-08 16:16:07,80,0,2022-04-16 07:12:57
0,80,0,2022-03-03 22:23:08
0,80,0,2022-02-28 18:11:33
79,80,0,2022-03-09 05:59:16
79,80,0,2022-02-08 08:27:49
2022-02-13 21:04:15,80,0,2022-02-18 01:02:10
2022-04-08 16:16:07,80,0,2022-03-29 12:38:10
0,81,0,2022-04-05 04:19:20
2022-04-08 16:16:07,81,0,2022-03-20 20:06:43
0,81,0,2022-04-21 12:12:15
2022-04-08 16:16:07,81,0,2022-04-05 04:30:45
81,82,0,2022-04-10 03:05:25
81,82,0,2022-04-10 01:55:54
2022-04-05 04:30:45,82,0,2022-04-14 10:07:40
2022-04-14 10:07:40,83,0,2021-04-28 00:08:58
2022-04-05 04:30:45,83,0,2021-12-02 15:47:05
2022-04-05 04:30:45,83,0,2021-09-08 17:31:52
0,83,0,2020-11-20 12:07:22
2020-11-20 12:07:22,84,0,2022-02-23 21:15:45
0,84,0,2022-03-20 21:23:44
0,84,0,2022-03-04 00:13:17
0,84,0,2022-02-28 22:01:10
84,85,0,2021-08-04 18:07:26
2022-02-28 22:01:10,85,0,2022-02-02 09:00:20
2022-02-28 22:01:10,85,0,2022-02-12 10:17:35
84,85,0,2021-08-31 20:57:20
84,85,0,2022-02-21 13:36:03
2022-02-28 22:01:10,85,0,2022-01-08 09:44:28
0,86,0,2022-03-12 05:46:14
2022-02-28 22:01:10,86,0,2021-12-01 13:08:57
0,86,0,2021-07-24 09:26:28
2022-02-28 22:01:10,86,0,2021-08-14 19:40:40
2022-01-08 09:44:28,86,0,2021-09-12 12:32:36
2022-02-28 22:01:10,86,0,2021-12-20 12:37:38
85,86,0,2021-07-12 19:42:16
2022-01-08 09:44:28,86,0,2021-11-28 10:34:38
0,86,0,2021-10-26 23:26:38
2021-10-26 23:26:38,87,0,2021-10-04 01:35:37
86,87,0,2021-12-01 15:52:45
0,87,0,2022-03-24 01:28:52
0,87,0,2021-10-07 09:59:20
2021-10-26 23:26:38,87,0,2021-05-31 09:33:33
2021-10-26 23:26:38,87,0,2021-12-09 15:37:03
0,87,0,2022-01-08 00:38:09
0,87,0,2021-09-25 23:24:08
0,88,0,2021-12-15 13:46:03
87,88,0,2021-12-12 22:07:16
0,89,0,2022-04-21 09:34:52
88,89,0,2021-07-23 13:41:11
2021-07-23 13:41:11,92,0,2022-04-21 19:37:03
88,92,0,2022-04-25 23:42:04
89,92,0,2022-04-26 09:31:10
89,92,0,2022-04-23 21:27:10
0,92,0,2022-04-27 11:38:31
0,92,0,2022-04-26 23:35:00
89,92,0,2022-04-24 10:51:27
88,92,0,2022-04-22 22:55:32
0,92,0,2022-04-23 09:04:07
2022-04-23 09:04:07,93,0,2021-12-27 05:26:09
0,93,0,2021-09-27 20:27:43
2022-04-23 09:04:07,93,0,2021-07-22 07:10:29
92,93,0,2022-02-08 00:05:29
2022-04-23 09:04:07,93,0,2021-06-12 12:27:42
0,93,0,2022-01-05 02:50:45
92,93,0,2021-05-14 23:59:18
92,94,0,2022-04-11 14:27:11
93,94,0,2022-03-05 11:18:32
92,94,0,2022-01-14 08:58:07
0,94,0,2021-12-12 15:54:21
2021-05-14 23:59:18,94,0,2021-12-09 22:33:22
92,94,0,2022-02-10 08:44:04
2021-05-14 23:59:18,94,0,2022-02-27 21:04:31
93,94,0,2022-03-19 03:20:47
93,95,0,2022-02-15 09:36:28
94,95,0,2022-03-07 15:57:22
93,95,0,2022-02-04 20:26:50
0,95,0,2022-03-26 07:59:32
95,96,0,2022-02-23 13:49:22
0,96,0,2022-03-09 21:04:22
0,96,0,2022-01-20 00:25:51
0,96,0,2021-12-25 23:38:41
2022-03-26 07:59:32,96,0,2022-02-08 13:25:41
2022-03-26 07:59:32,97,0,2021-10-13 04:07:45
96,97,0,2021-10-06 04:19:53
0,97,0,2021-12-01 08:09:32
0,97,0,2022-03-25 14:50:25
2022-02-08 13:25:41,97,0,2022-01-28 22:11:06
2022-02-08 13:25:41,97,0,2022-01-28 16:19:03
0,97,0,2021-11-30 23:16:57
97,98,0,2021-12-25 05:26:08
0,98,0,2022-01-12 03:21:29
0,98,0,2022-02-03 06:30:02
2021-11-30 23:16:57,98,0,2021-11-28 18:29:59
0,98,0,2022-04-04 23:01:14
98,99,0,2022-04-08 23:50:21
2022-04-08 23:50:21,100,0,2021-02-18 01:31:57
98,100,0,2022-04-26 14:24:06
2022-04-08 23:50:21,100,0,2021-02-07 18:46:50
2022-04-08 23:50:21,100,0,2021-08-21 04:42:01
0,100,0,2021-02-22 10:17:41
0,100,0,2021-07-07 19:17:25
98,100,0,2021-05-30 07:44:46
2022-04-08 23:50:21,100,0,2021-12-29 22:40:41
0,100,0,2021-10-03 13:44:41
0,101,0,2021-10-07 05:35:05
0,101,0,2021-10-24 03:33:38
0,101,0,2021-09-13 16:54:15
100,101,0,2022-03-14 11:14:34
2021-10-03 13:44:41,101,0,2022-03-25 11:57:47
0,101,0,2022-02-11 13:21:18
2022-02-11 13:21:18,102,0,2022-01-14 16:38:25
101,102,0,2021-11-15 07:35:00
101,102,0,2022-03-31 06:25:48
2022-02-11 13:21:18,102,0,2022-01-08 08:28:47
101,102,0,2021-12-28 12:33:07
0,102,0,2022-01-12 13:49:40
0,102,0,2021-11-17 04:12:06
101,102,0,2022-01-25 02:37:54
101,102,0,2022-01-25 05:26:00
101,103,0,2022-04-24 08:13:18
102,103,0,2022-04-28 02:24:09
0,103,0,2022-04-25 21:17:22
0,103,0,2022-04-26 01:39:11
101,103,0,2022-04-26 23:57:41
101,103,0,2022-04-27 07:19:36
102,103,0,2022-04-26 19:55:09
102,103,0,2022-04-26 06:54:29
102,104,0,2021-06-30 09:00:11
102,104,0,2021-05-06 20:51:59
102,104,0,2022-02-05 02:23:39
103,104,0,2022-01-01 14:37:29
2022-01-01 14:37:29,105,0,2022-03-07 19:26:27
2022-01-01 14:37:29,105,0,2021-10-22 05:47:00
104,105,0,2022-01-05 08:33:56
103,105,0,2022-01-12 08:51:50
104,105,0,2022-03-12 23:20:28
104,105,0,2021-11-27 02:57:55
2022-01-01 14:37:29,105,0,2021-11-11 05:53:28
104,105,0,2021-12-17 13:36:34
0,106,0,2022-03-06 21:39:50
0,107,0,2021-10-05 08:37:00
2022-03-06 21:39:50,107,0,2021-01-23 21:18:44
2022-03-06 21:39:50,107,0,2022-04-02 08:38:38
2022-03-06 21:39:50,107,0,2021-05-17 01:36:31
2022-03-06 21:39:50,107,0,2021-05-29 10:21:29
106,107,0,2022-04-09 09:43:21
106,108,0,2022-01-25 08:28:36
0,108,0,2022-02-03 11:00:37
0,108,0,2021-08-30 20:50:46
2021-08-30 20:50:46,109,0,2020-12-26 06:25:39
0,109,0,2020-05-07 02:27:25
0,109,0,2021-01-14 21:48:09
0,109,0,2021-05-05 15:19:35
108,109,0,2020-05-31 22:51:19
108,109,0,2019-11-29 16:00:53
0,109,0,2021-01-13 18:42:43
108,109,0,2022-02-12 19:23:35
108,111,0,2022-04-27 09:50:19
108,111,0,2022-03-19 00:53:56
109,111,0,2022-03-11 12:58:33
0,112,0,2022-04-12 09:35:15
109,112,0,2022-04-05 05:33:20
109,112,0,2022-04-03 23:34:45
111,112,0,2022-04-15 20:49:53
2022-03-11 12:58:33,112,0,2022-04-27 09:40:59
2022-03-11 12:58:33,112,0,2022-04-05 11:08:54
111,112,0,2022-04-11 11:20:33
2022-03-11 12:58:33,112,0,2022-04-09 10:44:29
111,112,0,2022-04-26 00:40:59
0,113,0,2021-07-17 07:05:35
0,113,0,2021-10-24 15:42:36
2022-04-26 00:40:59,113,0,2020-09-24 04:28:10
2022-04-26 00:40:59,113,0,2021-03-30 16:19:20
2022-04-26 00:40:59,113,0,2020-08-24 08:58:47
2022-04-26 00:40:59,113,0,2020-07-23 19:46:31
111,113,0,2021-09-14 04:00:45
0,113,0,2022-01-29 01:23:00
2022-04-26 00:40:59,113,0,2021-04-30 18:22:33
0,114,0,2021-06-27 19:13:44
2021-04-30 18:22:33,114,0,2021-07-16 05:38:49
0,114,0,2022-02-20 04:37:11
2022-04-26 00:40:59,114,0,2022-03-20 04:10:25
113,114,0,2021-08-27 05:18:50
2022-04-26 00:40:59,114,0,2020-05-31 21:12:24
2022-04-26 00:40:59,114,0,2021-03-04 03:08:34
0,114,0,2020-06-15 02:47:17
2022-04-26 00:40:59,114,0,2021-05-02 15:13:08
113,114,0,2022-03-16 01:37:58
0,115,0,2021-04-26 03:14:52
2021-04-26 03:14:52,116,0,2022-04-27 01:35:23
115,116,0,2022-02-24 17:26:43
115,116,0,2022-02-21 06:46:04
0,117,0,2022-01-01 08:26:12
115,117,0,2021-10-18 15:44:37
116,117,0,2021-09-10 05:53:50
2022-02-21 06:46:04,117,0,2022-04-22 11:51:38
116,117,0,2020-10-29 08:25:48
2022-02-21 06:46:04,117,0,2020-10-30 20:29:51
115,117,0,2021-07-02 23:41:49
0,118,0,2021-06-17 11:30:51
0,119,0,2021-02-12 14:09:02
118,119,0,2022-03-31 00:04:46
0,119,0,2021-03-30 00:17:10
0,120,0,2021-10-05 06:25:19
